id,text,parent
G04BX13,Dimetylsulfoxid,
G04CA01,Alfuzosin,
G04CA02,Tamsulosin,
G04CA03,Terazosin,
G04CB,Testosteron-5-alfa-reduktashämmare,
G04CB01,Finasterid,
G04CB02,Dutasterid,
G04CX,Övriga medel vid benign prostatahyperplasi,
G04CX01,Pygeum africanum,
G04CX02,Cerenoa repens,
G04CX03,Mepartricin,
H01AA,ACTH,
H01AA01,Kortikotropin,
H01AA02,Tetrakosaktid,
H01AC02,Somatrem,
H01AC04,Seremorelin,
H01B,Hypofysbaklobens hormoner,
H01BA,"Antidiuretiskt hormon, ADH",
H01BA01,Vasopressin,
H01BA02,Desmopressin,
H01BA03,Lypressin,
H01BA04,Terlipressin,
H01BA05,Ornipressin,
H01BA06,Argipressin,
H01BB,Oxytocin och analoger,
H01BB01,Demoxytocin,
H01BB02,Oxytocin,
H01BB03,Carbetocin,
H01CA01,Gonadorelin,
H01CA02,Nafarelin,
H01CB01,Somatostatin,
H01CB02,Octreotid,
H01CB03,Lanreotid,
H01CC02,Cetrorelix,
H02AA,Mineralkortikoider,
H02AA01,Aldosteron,
H02AA02,Fludrokortison,
H02AA03,Desoxikorton,
H02AB01,Betametason,
H02AB03,Fluorkortolon,
H02AB04,Metylprednisolon,
H02AB05,Parametason,
H02AB06,Prednisolon,
H02AB07,Prednison,
H02AB08,Triamcinolon,
H02AB10,Kortison,
H02AB11,Prednyliden,
H02AB12,Rimexolon,
H02AB13,Deflazakort,
H02AB14,Cloprednol,
H02AB15,Meprednisone,
H02AB17,Cortivazol,
H02B,"Kortikosteroider för systemiskt bruk, kombinationer",
H02BX,"Kortikosteroider för systemiskt bruk, kombinationer",
H02BX01,"Metylprednisolon, kombinationer",
H02C,Antiadrenerga preparat,
H02CA,Antikortikosteroider,
H02CA01,Trilostan,
H03,Tyreoideahormoner och antityreoida substanser,
H03A,Tyreoideahormoner,
H03AA,Tyreoideahormoner,
H03AA01,"Levotyroxin, T4",
H03AA02,"Liotyronin, T3",
H03AA03,Kombinationer av levotyroxin och liotyronin,
H03AA04,Tiratricol,
H03AA05,"Sköldkörtel, torkad",
H03B,"Antityreoida substanser, tyreostatika",
H03BA,Tiouraciler,
H03BA01,Metyltiouracil,
H03BA02,Propyltiouracil,
H03BA03,Benzylthiouracil,
H03BB,Svavelhaltiga imidazolderivat,
H03BB01,Karbimazol,
H03BB02,Tiamazol,
H03BB52,"Thiamazol, kombinationer",
H03BC,Perklorater,
H03BC01,Kaliumperklorat,
H03BX,"Övriga antityreoida substanser, tyreostatika",
H03BX01,Dijodtyrosin,
H03BX02,Dibromotyrosin,
H03C,Jodmedel,
H03CA,Jodmedel,
H04,Pankreashormoner,
H04A,Glukogenolytiskt hormon,
H04AA,Glukogenolytiskt hormon,
H04AA01,Glukagon,
H05AA01,Paratyroideaextrakt,
H05BA02,Kalcitonin,
H05BA03,Humant kalcitonin,
H05BA04,Elcatonin,
J01AA01,Demeklocyklin,
J01AA02,Doxycyklin,
J01AA03,Klortetracyklin,
J01AA04,Lymecyklin,
J01AA05,Metacyklin,
J01AA06,Oxitetracyklin,
J01AA07,Tetracyklin,
J01AA08,Minocyklin,
J01AA09,Rolitetracyklin,
J01AA10,Penimepicyklin,
J01AA11,Clomocyklin,
J01AA20,Kombinationer av tetracykliner,
J01AA56,"Oxytetracyklin, kombinationer",
J01B,Amfenikoler,
J01BA,Amfenikoler,
J01BA01,Kloramfenikol,
J01BA02,Tiamfenikol,
J01BA52,"Tiamfenikol, kombinationer",
J01CA,Penicilliner med utvidgat spektrum,
J01CA01,Ampicillin,
J01CA02,Pivampicillin,
J01CA03,Karbenicillin,
J01CA04,Amoxicillin,
J01CA05,Karindacillin,
J01CA06,Bakampicillin,
J01CA07,Epicillin,
J01CA08,Pivmecillinam,
J01CA09,Azlocillin,
J01CA10,Mezlocillin,
J01CA11,Mecillinam,
J01CA12,Piperacillin,
J01CA13,Ticarcillin,
J01CA14,Metampicillin,
J01CA15,Talampicillin,
J01CA16,Sulbenicillin,
J01CA17,Temocillin,
J01CA18,Hetacillin,
J01CA20,Kombinationer,
J01CA30,Kombinationer,
J01CA51,"Ampicillin, kombinationer",
J01CE01,Bensylpenicillin (penicillin G),
J01CE02,Fenoximetylpenicillin (penicillin V),
J01CE03,Propicillin,
J01CE04,Azidocillin,
J01CE05,Feneticillin,
J01CE06,Penamecillin,
J01CE07,Klometocillin,
J01CE09,Prokainpenicillin,
J01CE10,Bensatin fenoximetylpenicillin,
J01CE30,Kombinationer,
J01CF,Penicillinasstabila penicilliner (isoxazolylpenicilliner),
J01CF01,Dikloxacillin,
J01CF02,Kloxacillin,
J01CF03,Meticillin,
J01CF04,Oxacillin,
J01CF05,Flukloxacillin,
J01CG,Betalaktamashämmare,
J01CG01,Sulbaktam,
J01CG02,Tazobactam,
J01CR01,Ampicillin med enzymhämmare,
J01CR03,Ticarcillin och enzymhämmare,
J01CR04,Sultamicillin,
J01CR50,Kombinationer av penicilliner,
J01DB,"Cefalosporiner, första generationens",
J01DB01,Cefalexin,
J01DB02,Cefaloridin,
J01DB03,Cefalotin,
J01DB04,Cefazolin,
J01DB05,Cefadroxil,
J01DB06,Cefazedon,
J01DB07,Cefatrizin,
J01DB08,Cefapirin,
J01DB09,Cefradin,
J01DB10,Cefacetril,
J01DB11,Cefroxadin,
J01DB12,Ceftezol,
J01DC01,Cefoxitin,
J01DC03,Cefamandol,
J01DC04,Cefaklor,
J01DC05,Cefotetan,
J01DC06,Cefonicid,
J01DC07,Cefotiam,
J01DC08,Loracarbef,
J01DC09,Cefmetazol,
J01DC10,Cefprozil,
J01DC11,Ceforanid,
J01DD01,Cefotaxim,
J01DD03,Cefsulodin,
J01DD05,Cefmenoxim,
J01DD06,Latamoxef,
J01DD07,Ceftizoxim,
J01DD08,Cefixim,
J01DD09,Cefodizim,
J01DD10,Cefetamet,
J01DD11,Cefpiramid,
J01DD12,Cefoperazon,
J01DD13,Cefpodoxim,
J01DD14,Ceftibuten,
J01DD15,Cefdinir,
J01DD16,Cefditoren,
J01DD54,"Ceftriaxon,komb",
J01DD62,"Cefoperazon, komb",
J01DE,"Cefalosporiner, fjärde generationens",
J01DE01,Cefepim,
J01DE02,Cefpirom,
J01E,Sulfonamider och trimetoprim,
J01EA,Trimetoprim och derivat,
J01EA01,Trimetoprim,
J01EA02,Brodimoprim,
J01EB,Sulfonamider med kort utsöndringstid,
J01EB01,Sulfisomidin,
J01EB02,Sulfametizol,
J01EB03,Sulfadimidin,
J01EB04,Sulfapyridin,
J01EB05,Sulfafurazol,
J01EB06,Sulfanilamid,
J01EB07,Sulfatiazol,
J01EB08,Sulfatiourea,
J01EB20,Kombinationer,
J01EC,Sulfonamider med medellång utsöndringstid,
J01EC01,Sulfametoxazol,
J01EC02,Sulfadiazin,
J01EC03,Sulfamoxol,
J01EC20,Kombinationer,
J01ED,Sulfonamider med lång utsöndringstid,
J01ED01,Sulfadimetoxin,
J01ED02,Sulfalen,
J01ED03,Sulfametomidin,
J01ED04,Sulfametoxydiazin,
J01ED05,Sulfametoxypyridazin,
J01ED06,Sulfaperin,
J01ED07,Sulfamerazin,
J01ED08,Sulfafenazol,
J01ED09,Sulfamazon,
J01ED20,Kombinationer,
J01EE,Sulfonamider i kombination med trimetoprim,
J01EE01,Sulfametoxazol + trimetoprim,
J01EE02,Sulfadiazin + trimetoprim,
J01EE03,Sulfametrol och trimetoprim,
J01EE04,Sulfamoxol och trimetoprim,
J01EE05,Sulfadimidin och trimetoprim,
J01EE06,Sulfadiazin och tetroxoprim,
J01EE07,Sulfamerazin o trimetoprim,
J01FA01,Erytromycin,
J01FA02,Spiramycin,
J01FA03,Midekamycin,
J01FA05,Oleandomycin,
J01FA06,Roxitromycin,
J01FA07,Josamycin,
J01FA08,Troleandomycin,
J01FA09,Klaritromycin,
J01FA10,Azitromycin,
J01FA11,Miocamycin,
J01FA12,Rokitamycin,
J01FA13,Dirithromycin,
J01FA14,Fluritromycin,
J01FF,Linkosamider,
J01FF01,Klindamycin,
J01FF02,Linkomycin,
J01FG,Streptograminer,
J01FG01,Prinstinamycin,
J01FG02,Quinupristin + dalfopristin,
J01GA,Streptomyciner,
J01GA01,Streptomycin,
J01GA02,Streptoduocin,
J01GB03,Gentamicin,
J01GB04,Kanamycin,
J01GB05,Neomycin,
J01GB06,Amikacin,
J01GB07,Netilmicin,
J01GB08,Sisomicin,
J01GB09,Dibekacin,
J01GB10,Ribostamycin,
J01GB11,Isepamicin,
J01MA01,Ofloxacin,
J01MA03,Perfloxacin,
J01MA04,Enoxacin,
J01MA05,Temafloxacin,
J01MA06,Norfloxacin,
J01MA07,Lomefloxacin,
J01MA08,Fleroxacin,
J01MA10,Rufloxacin,
J01MA11,Grepafloxazin,
J01MA12,Levofloxacin,
J01MA15,Gemifloxacin,
J01MA17,Prulifloxacin,
J01MA18,Pazufloxacin,
J01MA19,Garenoxacin,
J01MB,Övriga kinoloner,
J01MB01,Rosoxacin,
J01MB02,Nalidixinsyra,
J01MB03,Piromidinsyra,
J01MB04,Pipemidic acid,
J01MB05,Oxolininsyra,
J01MB06,Cinoxacin,
J01MB07,Flumequin,
J01R,"Antibakteriella medel, kombinationer",
J01RA,"Antibakteriella medel, kombinationer",
J01RA01,"Penicilliner, kombinationer med andra antibakteriella medel",
J01RA02,"Sulfonamider, kombinationer med andra antibiotika (exkl trimetoprim)",
J01RA03,"Cefuroxim, kombinationer med andra antibiotika",
J01RA04,"Spiramycin, komb med andra antibakt. medel",
J01XA01,Vankomycin,
J01XB,Polymyxiner,
J01XB01,Kolistin,
J01XB02,Polymyxin B,
J01XC,Antibakteriella steroider,
J01XC01,Fusidinsyra,
J01XD,Imidazolderivat,
J01XD01,Metronidazol,
J01XD02,Tinidazol,
J01XD03,Ornidazol,
J01XE,Nitrofuranderivat,
J01XE01,Nitrofurantoin,
J01XE02,Nifurtoinol,
J01XX01,Fosfomycin,
J01XX02,Xibornol,
J01XX03,Clofoctol,
J01XX04,Spektinomycin,
J01XX05,Metenamin,
J01XX06,Mandelinsyra,
J01XX07,Nitroxolin,
J01XX08,Linezolid,
J02AA,Antibiotika,
J02AA01,Amfotericin,
J02AA02,Hachimycin,
J02AB,Imidazolderivat,
J02AB01,Mikonazol,
J02AB02,Ketokonazol,
J02AC02,Itrakonazol,
J02AX01,Flucytosin,
J04,Medel mot mykobakterier,
J04A,Medel mot tuberkulos,
J04AA,Aminosalicylsyra och derivat,
J04AA01,Aminosalicylsyra,
J04AA02,Aminosalyl,
J04AA03,Aminosalylcalcium,
J04AB,Antibiotika,
J04AB01,Cykloserin,
J04AB02,Rifampicin,
J04AB03,Rifamycin,
J04AB04,Rifabutin,
J04AB05,Rifapentin,
J04AB30,Kapreomycin,
J04AC,Hydrazider,
J04AC01,Isoniazid,
J04AC51,"Isoniazid, kombinationer",
J04AD,Tiokarbamidderivat,
J04AD01,Protionamid,
J04AD02,Tiokarlid,
J04AD03,Etionamid,
J04AK,Övriga medel mot tuberkulos,
J04AK01,Pyrazinamid,
J04AK02,Etambutol,
J04AK03,Terizidone,
J04AK04,Morinamid,
J04AM,Kombinationsmedel mot tuberkulos,
J04AM01,Streptomycin och isoniazid,
J04AM02,Rifampicin och isoniazid,
J04AM03,Etambutol och isoniazid,
J04AM04,Tioacetazon och isoniazid,
J04AM05,"Rifampicin, pyrazinamid och isoniazid",
J04AM06,"Rifampicin,pyrazinamid,etambutol och isoniazid",
J04B,Medel mot lepra,
J04BA,Medel mot lepra,
J04BA01,Clofazimin,
J04BA02,Dapson,
J04BA03,Sulfoxonnatrium,
J05AA,Tiosemikarbazoner,
J05AA01,Metisazon,
J05AB02,Idoxuridin,
J05AB03,Vidarabin,
J05AB13,Penciclovir,
J05AB14,Valganciklovir,
J05AB15,Brivudin,
J05AB54,"Ribavirin, kombinationer",
J05AC,Cykliska aminer,
J05AC02,Rimantadin,
J05AC03,Tromantadin,
J05AD,Fosfonsyraderivat,
J05AD01,Foskarnet,
J05AD02,Fosfonet,
J05AF01,Zidovudin,
J05AF02,Didanosin,
J05AF03,Zalcitabin,
J05AF30,Kombinationer,
J05AG02,Delavirdin,
J05AH01,Zanamivir,
J05AR04,"Zidovudin,lamivudin och abacavir",
J05AX01,Moroxydin,
J05AX02,Lysozyme,
J05AX05,Inosin pranobex,
J05AX06,Plekonaril,
J06A,Immunsera,
J06AA,Immunsera,
J06AA01,Serum mot difteri,
J06AA02,Serum mot stelkramp,
J06AA03,Ormgiftserum,
J06AA04,Serum mot botulism,
J06AA05,Serum mot gasgangrän,
J06AA06,Serum mot rabies,
J06BB01,Immunglobulin mot rh-immunisering,
J06BB02,Immunglobulin mot stelkramp,
J06BB03,Immunglobulin mot varicellae/zoster,
J06BB05,Immunglobulin mot rabies,
J06BB06,Immunglobulin mot röda hund,
J06BB07,Immunglobulinvaccin,
J06BB08,Immunglobulin mot stafylokocker,
J06BB09,Immunglobulin mot cytomegalovirus,
J06BB10,Immunglobulin mot difteri,
J06BB11,Immunglobulin mot hepatit A,
J06BB12,"Encefalit, fästingburet immunoglobulin",
J06BB13,Pertussis immunoglobulin,
J06BB14,Measles immunoglobulin,
J06BB15,Mumps immunoglobulin,
J06BB30,Kombinationer,
J06BC,Andra immunoglobuliner,
J06BC01,Immunglobulin M (centoxin),
J07AC,Vaccin mot mjältbrand,
J07AC01,Antigen mot mjältbrand,
J07AD,Vaccin mot brucella,
J07AD01,Antigen mot brucella,
J07AE02,"Cholera, live attenuated",
J07AE51,"Vaccin mot kolera, komb med vaccin mot tyfus, inaktiverat helcellsvaccin",
J07AF,Vaccin mot difteri,
J07AF01,Difteritoxoid,
J07AG,Vaccin mot hemophilus influenzae B,
J07AG01,"Vaccin mot haemophilus influenzae typ B, konjugatvaccin",
J07AG51,"Vaccin mot haemophilus influenzae typ B, konjugatvaccin, kombinationer med difteri/tetanus",
J07AG52,"Vaccin mot hemophilus influenzae B, kombinationer med pertussis och toxoider",
J07AH01,"Meningokockinfektion A, polysackaridvaccin",
J07AH02,"Vaccin mot meningokockinfektioner, monovalent renad polysackaridantigen",
J07AH03,"Vaccin mot meningokockinfektioner, bivalent renad polysackaridantigen",
J07AH04,"Vaccin mot meningokockinfektioner, tetravalent renat polysackaridantig",
J07AH05,"Vaccin mot meningokockinf., övriga polyvalenta renade polysack.antigen",
J07AH06,"Meningococcus b, outer membrane vesicle vaccine",
J07AH07,"Meningocock C, renat polysacharidantigen, konjugerat",
J07AJ,Vaccin mot kikhosta,
J07AJ01,"Vaccin mot kikhosta, inaktiverat helcellsvaccin",
J07AJ02,Vaccin mot pertussis,
J07AJ51,"Vaccin mot kikhosta, inaktiverat helcellsvaccin, kombinerat med toxoider",
J07AJ52,"Vaccin mot kikhosta, komponentvaccin, kombinationer med toxoider",
J07AK,Vaccin mot pest,
J07AK01,"Vaccin mot pest, inaktiverat helcellsvaccin",
J07AL01,"Vaccin mot pneumokockinfektioner, polysackarid-antigener",
J07AM,Vaccin mot stelkramp,
J07AM01,Stelkrampstoxoid,
J07AM51,"Stelkrampstoxoid, kombinationer med difteritoxoid",
J07AM52,"Stelkrampstoxoid, kombinationer med stelkrampsimmunoglobuliner",
J07AN,Vaccin mot tuberkulos,
J07AN01,"Vaccin mot tuberkulos, levande försvagat",
J07AP,Vaccin mot tyfoid,
J07AP01,"Vaccin mot tyfoid, oralt, levande försvagat",
J07AP02,"Vaccin mot tyfoid, inaktiverat helcellsvaccin",
J07AP03,"Vaccin mot tyfoid, renad polysackaridantigen",
J07AP10,"Vaccin mot tyfoid, kombinationer med paratyfus",
J07AR,Vaccin mot fläcktyfus,
J07AR01,"Vaccin mot fläcktyfus, inaktiverat helcellsvaccin",
J07AX,Övriga vacciner mot bakteriella infektioner,
J07BA01,"Vaccin mot fästingburen encefalit, inaktiverat helvirusvaccin",
J07BC02,Vaccin mot hepatit A virus antigen,
J07BD01,"Vaccin mot mässling, levande försvagat",
J07BD03,"Mässling i komb. med röda hund, levande försvagat",
J07BD51,"Vaccin mot mässling - påssjuka, levande försvagat",
J07BD53,"Vaccin mot mässling-röda hund, levande försvagat",
J07BE,Vaccin mot påssjuka,
J07BE01,"Vaccin mot påssjuka, levande försvagat",
J07BF,Vaccin mot polio,
J07BF01,"Vaccin mot polio, oralt, monovalent, levande försvagat",
J07BF02,"Vaccin mot polio, oralt, trivalent, levande försvagat",
J07BF03,"Vaccin mot polio, trivalent, inaktiverat helvirusvaccin",
J07BG,Vaccin mot rabies,
J07BG01,"Vaccin mot rabies, inaktiverat helvirusvaccin",
J07BJ,Vaccin mot röda hund,
J07BJ01,"Vaccin mot röda hund, levande försvagat",
J07BJ51,"Vaccin mot röda hund komb. med påssjuka, levande  försvagat",
J07BK01,Vaccin mot varicella,
J07BX,Övriga vacciner mot virusinfektioner,
J07CA02,"Vaccin mot difteri, pertussis, polio och tetanus",
J07CA03,Vaccin mot difteri-röda hund-tetanus,
J07CA04,"Vaccin mot hemophilus influenzae B, konjugatvaccin och vaccin mot polio, trivalent, inaktiverat helv",
J07CA06,"Vaccin mot difteri, hemophilus influenzae B, pertussis, polio och tetanus",
J07CA11,"Vaccin mot difteri, hemofilus infl B,kikhosta, stelkramp, hepatit B",
J07X,OTHER VACCINES,
L,Tumörer och rubbningar i immunsystemet,
L01,Cytostatika/cytotoxiska medel,
L01A,Alkylerande medel,
L01AA,Kvävesenapsgasanaloger,
L01AA01,Cyklofosfamid,
L01AA02,Klorambucil,
L01AA03,Melfalan,
L01AA05,Klormetin,
L01AA06,Ifosfamid,
L01AA07,Trofosamid,
L01AA08,Prednimustin,
L01AB,Alkylsulfonater,
L01AB01,Busulfan,
L01AB02,Treosulfan,
L01AB03,Mannosulfan,
L01AC,Aziridiner,
L01AC01,Tiotepa,
L01AC02,Triaziquon,
L01AC03,Karbaquon,
L01AD,Nitrosureaföreningar,
L01AD01,Karmustin,
L01AD02,Lomustin,
L01AD03,Semustin,
L01AD04,Streptozocin,
L01AD05,Fotemustin,
L01AD06,Nimustine,
L01AD07,Ranimustin,
L01AG,Epoxider,
L01AG01,Etoglucid,
L01AX,Övriga alkylerande medel,
L01AX01,Mitobronitol,
L01AX02,Pipobroman,
L01AX03,Temozolomid,
L01AX04,Dacarbazin,
L01B,Antimetaboliter,
L01BA,Folsyraanaloger,
L01BA01,Metotrexat,
L01BA03,Raltitrexed,
L01BA04,Pemetrexed,
L01BB,Purinanaloger,
L01BB02,Merkaptopurin,
L01BB03,Tioguanin,
L01BB04,Kladribin,
L01BB05,Fludarabin,
L01BB06,Klofarabin,
L01BB07,Nelarabine,
L01BC,Pyrimidinanaloger,
L01BC01,Cytarabin,
L01BC02,Fluorouracil,
L01BC03,Tegafur,
L01BC04,Karmofur,
L01BC05,Gemcitabin,
L01BC06,Capecitabin,
L01BC52,"Fluorouracil, kombinationer",
L01BC53,"Tegafur, kombinationer",
L01C,Mitoshämmare,
L01CA,Vinca-alkaloider,
L01CA01,Vinblastin,
L01CA02,Vinkristin,
L01CA03,Vindesin,
L01CA04,Vinorelbin,
L01CB,Podofyllotoxinderivat,
L01CB01,Etoposid,
L01CB02,Teniposid,
L01CC,Kolchicinderivat,
L01CC01,Demekolcin,
L01CD,Taxaner,
L01CD01,Paclitaxel,
L01CD02,Docetaxel,
L01CX,Övriga växtalkaloider och naturprodukter,
L01CX01,Trabektedin,
L01D,Cytotoxiska antibiotika och närbesläktade substanser,
L01DA,Aktinomyciner,
L01DA01,Daktinomycin,
L01DB,Antracykliner och närbesläktade substanser,
L01DB01,Doxorubicin,
L01DB02,Daunorubicin,
L01DB03,Epirubicin,
L01DB04,Aklarubicin,
L01DB05,Zorubicin,
L01DB06,Idarubicin,
L01DB07,Mitoxantron,
L01DB08,Pirarubicin,
L01DB09,Valrubicin,
L01DC,Övriga cytotoxiska antibiotika,
L01DC01,Bleomycin,
L01DC02,Plicamycin,
L01DC03,Mitomycin,
L01X,Övriga cytostatiska/cytotoxiska medel,
L01XA,Platinaföreningar,
L01XA01,Cisplatin,
L01XA02,Karboplatin,
L01XA03,Oxaliplatin,
L01XB,Metylhydraziner,
L01XB01,Prokarbazin,
L01XC,Monoklonala antikroppar,
L01XC01,Edrecolomab,
L01XC02,Rituximab,
L01XC03,Trastuzumab,
L01XC04,Alemtuzumab,
L01XC05,Gemtuzumab,
L01XC06,Cetuximab,
L01XC07,Bevacizumab,
L01XC08,Panitumumab,
L01XD,Fotodynamiska medel,
L01XD01,Porfimer natrium,
L01XD02,Verteporfin,
L01XD03,Metylaminolevulinat,
L01XD04,Aminolevulinsyra,
L01XD05,Temoporfin,
L01XE,Proteinkinas inhibitor,
L01XE01,Imatinib,
L01XE02,Gefitinib,
L01XE03,Erlotinib,
L01XE04,Sunitinib,
L01XE05,Sorafenib,
L01XE06,Dasatinib,
L01XE07,Lapatinib,
L01XE08,nilotinib,
L01XE09,Temsirolimus,
L01XX,Övriga cytostatiska/cytotoxiska medel,
L01XX01,Amsakrin,
L01XX02,Asparaginas,
L01XX03,Altretamin,
L01XX05,Hydroxikarbamid,
L01XX07,Lonidamine,
L01XX08,Pentostatin,
L01XX09,Miltefosin,
L01XX10,Masoprocol,
L01XX11,Estramustin,
L01XX14,Tretinoin,
L01XX16,Mitoguazon,
L01XX17,Topotecan,
L01XX18,Tiazofurine,
L01XX19,Irinotekan,
L01XX20,Antineoplastiska medel,
L01XX22,Alitretinoin,
L01XX23,Mitotan,
L01XX24,Pegaspargas,
L01XX25,Bexaroten,
L01XX27,Arseniktrioxid,
L01XX28,Imatinib,
L01XX29,Denileukin diftitox,
L01XX31,Gefitinib,
L01XX32,Bortezomib,
L01XX33,Celecoxib,
L01XX34,Erlonitib,
L01XX35,Anagrelid,
L01XY,Combinations of antineoplastic agents,
L02,Endokrin terapi,
L02A,Hormoner,
L02AA,Östrogener,
L02AA01,Diethylstilbestrol,
L02AA02,Polyestradiol phosphate,
L02AA03,Etinylöstradiol,
L02AA04,Fosfestrol,
L02AB,Gestagener,
L02AB01,Megestrol,
L02AB02,Medroxiprogesteron,
L02AB03,Gestonoron,
L02AE,Gonadotropinfrisättande hormonanaloger,
L02AE01,Buserelin,
L02AE02,Leuprorelin,
L02AE03,Goserelin,
L02AE04,Triptorelin,
L02AX,Övriga hormoner,
L02B,Antihormoner,
L02BA,Antiöstrogener,
L02BA01,Tamoxifen,
L02BA02,Toremifen,
L02BA03,Fulvestrant,
L02BB,Antiandrogener,
L02BB01,Flutamid,
L02BB02,Nilutamid,
L02BB03,Bikalutamid,
L02BG,Enzymhämmare,
L02BG01,Aminoglutetimid,
L02BG02,Formestan,
L02BG03,Anastrozol,
L02BG04,Letrozol,
L02BG05,Vorozol,
L02BG06,Exemestan,
L02BX,Övriga antihormoner,
L02BX01,Abarelix,
L03,Immunstimulerande medel,
L03A,Cytokiner och immumodulerande medel,
L03AA,Kolonistimulerande faktorer,
L03AA02,Filgrastim (G-CSF),
L03AA03,Molgramostim,
L03AA04,interferon alfa,
L03AA09,Sargramostim,
L03AA10,Lenograstim,
L03AA12,Ancestim,
L03AA13,Pegfilgrastim,
L03AB,Interferon,
L03AB01,"Interferon alfa, naturlig",
L03AB02,"Interferon beta, naturlig",
L03AB03,Interferon gamma,
L03AB04,Interferon alfa - 2 a,
L03AB05,Interferon alfa - 2 b,
L03AB06,Interferon alfa-n1,
L03AB07,Interferon beta-1A,
L03AB08,Interferon beta - 1B,
L03AB09,Interferon Alfa-1,
L03AB10,Peginterferon alfa-2b,
L03AB11,Peginterferon alfa-2a,
L03AC,Interleukiner,
L03AC01,Aldesleukin,
L03AC02,Oprelvekin,
L03AX,Övriga cytokiner och immunmodulerare,
L03AX01,Lentinan,
L03AX02,Roquinimex,
L03AX03,BCG-vaccin,
L03AX04,Pegademas,
L03AX05,Pidotimod,
L03AX07,Poly I:C,
L03AX08,Poly ICLC,
L03AX09,Thymopentin,
L03AX10,Immunocyanin,
L03AX11,Tasonermin,
L03AX12,Melanoma vaccin,
L03AX13,Glatirameracetat,
L03AX14,Histamin dihydroklorid,
L04,Immunsuppressiva medel,
L04A,Immunsuppressiva medel,
L04AA,Selektiva immunsuppressiva medel,
L04AA01,Ciklosporin,
L04AA02,Muromonab - cd3,
L04AA03,Antlymfocyt immunoglobulin (häst),
L04AA04,Antitymocyt immunglobulin (kanin),
L04AA05,Takrolimus,
L04AA06,Mykofenolsyra (Mykofenolatmofetil),
L04AA08,Daclizumab,
L04AA09,Basiliximab,
L04AA10,Sirolimus,
L04AA11,Etanercept,
L04AA12,Infliximab,
L04AA13,Leflunomid,
L04AA14,Anakinra,
L04AA15,Alefacept,
L04AA16,Afelimomab,
L04AA17,Adalimumab,
L04AA18,Everolimus,
L04AA19,Gusperimus,
L04AA21,Efalizumab,
L04AA22,Abetimus,
L04AA23,Natalizumab,
L04AA24,Abatacept,
L04AA25,ekulizumab,
L04AB,Tumor necrosis factor alpha (TNF-a) inhibitors,
L04AB01,Etanercept,
L04AB02,Infliximab,
L04AB04,Adalimumab,
L04AC,Interleukin inhibitors,
L04AC01,Daclizumab,
L04AC02,Basiliximab,
L04AC03,Anakinra,
L04AD,Calcineurin inhibitors,
L04AD01,Ciklosporin,
L04AD02,Takrolimus,
L04AX,Övriga immunsuppressiva medel,
L04AX01,Azatioprin,
L04AX02,Talidomid,
L04AX03,Metotrexat,
L04AX04,Lenalidomid,
M01AA,Butylpyrazolidiner,
M01AA01,Fenylbutazon,
M01AA02,Mofebutazon,
M01AA03,Oxyfenbutazon,
M01AA05,Klofezon,
M01AA06,Kebuzon,
M01AB,Ättiksyraderivat och närbesläktade substanser,
M01AB01,Indometacin,
M01AB02,Sulindak,
M01AB03,Tolmetin,
M01AB04,Zomepirak,
M01AB05,Diklofenak,
M01AB06,Alklofenak,
M01AB07,Bumadizon,
M01AB08,Etodolak,
M01AB09,Lonazolak,
M01AB10,Fentiazac,
M01AB11,Acemetacin,
M01AB12,Difenpiramide,
M01AB13,Oxametacin,
M01AB14,Proglumetacin,
M01AB15,Ketorolak,
M01AB16,Aceklofenak,
M01AB17,Bufexamak,
M01AB51,"Indometacin, kombinationer",
M01AB55,"Diklofenak, kombinationer",
M01AC02,Tenoxikam,
M01AC04,Droxikam,
M01AC06,Meloxikam,
M01AE01,Ibuprofen,
M01AE02,Naproxen,
M01AE04,Fenoprofen,
M01AE05,Fenbufen,
M01AE06,Benoxaprofen,
M01AE07,Suprofen,
M01AE08,Pirprofen,
M01AE09,Flurbiprofen,
M01AE10,Indoprofen,
M01AE11,Tiaprofensyra,
M01AE12,Oxaprozin,
M01AE13,Ibuproxam,
M01AE14,dexibuprofen,
M01AE15,Flunoxaprofen,
M01AE16,Alminoprofen,
M01AE17,Dexketoprofen,
M01AE51,"Ibuprofen, kombinationer",
M01AE53,"Ketoprofen, kombinationer",
M01AG,Fenamater,
M01AG01,Mefenaminsyra,
M01AG02,Tolfenamsyra,
M01AG03,Flufenaminsyra,
M01AG04,Meclofenamic acid,
M01AH01,Celecoxib,
M01AX01,Nabumeton,
M01AX02,Niflumic acid,
M01AX04,Azapropazon,
M01AX07,Benzydamin,
M01AX12,Glukosaminpolyglykansulfat,
M01AX13,Proquazone,
M01AX14,Orgotein,
M01AX18,Feprazone,
M01AX21,Diacerein,
M01AX22,Morniflumate,
M01AX23,Tenidap,
M01AX24,Oxaceprol,
M01AX25,Chondroitin sulfate,
M01AX68,"Feprazon, kombinationer",
M01B,Antiinflammatoriska och antireumatiska medel i kombination,
M01BA,Antiinflammatoriska och antireum. medel i komb. m steroider,
M01BA01,Fenylbutazon och kortikosteroider,
M01BA02,Dipyricetyl och kortikosteroider,
M01BA03,Acetylsalicylsyra och kortikosteroider,
M01BX,Övriga komb. m antiinflammatoriska och antireum. medel,
