id,text,parent,
V290,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,,
V2900,"Förare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-idrott",,
W2900,Kontakt med annat motordrivet handverktyg och hushållsmaskin-bostad-idrott,,
V2901,"Förare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-lek,fritid",,
W2901,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-bostad-lek,fritid",,
V2902,"Förare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-förvärvsarbete",,
W2902,Kontakt med annat motordrivet handverktyg och hushållsmaskin-bostad-förvärvsarbete,,
V2903,"Förare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-annan sysselsättning",,
W2903,Kontakt med annat motordrivet handverktyg och hushållsmaskin-bostad-annan sysselsättning,,
V2904,"Förare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-vitalaktivitet",,
W2904,Kontakt med annat motordrivet handverktyg och hushållsmaskin-bostad-vitalaktivitet,,
V2908,"Förare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-andra aktiviteter",,
W2908,Kontakt med annat motordrivet handverktyg och hushållsmaskin-bostad-andra aktiviteter,,
V2909,"Förare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-ospec aktiviteter",,
W2909,Kontakt med annat motordrivet handverktyg och hushållsmaskin-bostad-ospec aktiviteter,,
V291,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,,
V2910,"Passagerare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-idrott",,
W2910,Kontakt med annat motordrivet handverktyg och hushållsmaskin-institutionellt boende-idrott,,
V2911,"Passagerare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-lek,fritid",,
W2911,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-institutionellt boende-lek,fritid",,
V2912,"Passagerare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-förvärvsarbete",,
W2912,Kontakt med annat motordrivet handverktyg och hushållsmaskin-institutionellt boende-förvärvsarbete,,
V2913,"Passagerare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-annan sysselsättning",,
W2913,Kontakt med annat motordrivet handverktyg och hushållsmaskin-institutionellt boende-annan sysselsättning,,
V2914,"Passagerare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-vitalaktivitet",,
W2914,Kontakt med annat motordrivet handverktyg och hushållsmaskin-institutionellt boende-vitalaktivitet,,
V2918,"Passagerare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-andra aktiviteter",,
W2918,Kontakt med annat motordrivet handverktyg och hushållsmaskin-institutionellt boende-andra aktiviteter,,
V2919,"Passagerare på motorcykel skadad i kollision med motorfordon vid olycka, ej trafik-ospec aktiviteter",,
W2919,Kontakt med annat motordrivet handverktyg och hushållsmaskin-institutionellt boende-ospec aktiviteter,,
V292,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,,
V2920,"Motorcyklist skadad i kollision med motorfordon vid olycka, ej trafik-idrott",,
W2920,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-skola, offentlig lokal-idrott",,
V2921,"Motorcyklist skadad i kollision med motorfordon vid olycka, ej trafik-lek,fritid",,
W2921,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-skola, offentlig lokal-lek,fritid",,
V2922,"Motorcyklist skadad i kollision med motorfordon vid olycka, ej trafik-förvärvsarbete",,
W2922,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-skola, offentlig lokal-förvärvsarbete",,
V2923,"Motorcyklist skadad i kollision med motorfordon vid olycka, ej trafik-annan sysselsättning",,
W2923,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-skola, offentlig lokal-annan sysselsättning",,
V2924,"Motorcyklist skadad i kollision med motorfordon vid olycka, ej trafik-vitalaktivitet",,
W2924,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-skola, offentlig lokal-vitalaktivitet",,
V2928,"Motorcyklist skadad i kollision med motorfordon vid olycka, ej trafik-andra aktiviteter",,
W2928,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-skola, offentlig lokal-andra aktiviteter",,
V2929,"Motorcyklist skadad i kollision med motorfordon vid olycka, ej trafik-ospec aktiviteter",,
W2929,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-skola, offentlig lokal-ospec aktiviteter",,
V293,Motorcycle rider [any] injured in unspecified nontraffic accident,,
V2930,"Motorcyklist skadad i icke specificerad olycka, ej trafik-idrott",,
W2930,Kontakt med annat motordrivet handverktyg och hushållsmaskin-idrottsanläggning-idrott,,
V2931,"Motorcyklist skadad i icke specificerad olycka, ej trafik-lek,fritid",,
W2931,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-idrottsanläggning-lek,fritid",,
V2932,"Motorcyklist skadad i icke specificerad olycka, ej trafik-förvärvsarbete",,
W2932,Kontakt med annat motordrivet handverktyg och hushållsmaskin-idrottsanläggning-förvärvsarbete,,
V2933,"Motorcyklist skadad i icke specificerad olycka, ej trafik-annan sysselsättning",,
W2933,Kontakt med annat motordrivet handverktyg och hushållsmaskin-idrottsanläggning-annan sysselsättning,,
V2934,"Motorcyklist skadad i icke specificerad olycka, ej trafik-vitalaktivitet",,
W2934,Kontakt med annat motordrivet handverktyg och hushållsmaskin-idrottsanläggning-vitalaktivitet,,
V2938,"Motorcyklist skadad i icke specificerad olycka, ej trafik-andra aktiviteter",,
W2938,Kontakt med annat motordrivet handverktyg och hushållsmaskin-idrottsanläggning-andra aktiviteter,,
V2939,"Motorcyklist skadad i icke specificerad olycka, ej trafik-ospec aktiviteter",,
W2939,Kontakt med annat motordrivet handverktyg och hushållsmaskin-idrottsanläggning-ospec aktiviteter,,
V294,Driver injured in collision with other and unspecified motor vehicles in traffic accident,,
V2940,Förare skadad i kollision med motorfordon i trafikolycka-idrott,,
W2940,Kontakt med annat motordrivet handverktyg och hushållsmaskin-gata-idrott,,
V2941,"Förare skadad i kollision med motorfordon i trafikolycka-lek,fritid",,
W2941,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-gata-lek,fritid",,
V2942,Förare skadad i kollision med motorfordon i trafikolycka-förvärvsarbete,,
W2942,Kontakt med annat motordrivet handverktyg och hushållsmaskin-gata-förvärvsarbete,,
V2943,Förare skadad i kollision med motorfordon i trafikolycka-annan sysselsättning,,
W2943,Kontakt med annat motordrivet handverktyg och hushållsmaskin-gata-annan sysselsättning,,
V2944,Förare skadad i kollision med motorfordon i trafikolycka-vitalaktivitet,,
W2944,Kontakt med annat motordrivet handverktyg och hushållsmaskin-gata-vitalaktivitet,,
V2948,Förare skadad i kollision med motorfordon i trafikolycka-andra aktiviteter,,
W2948,Kontakt med annat motordrivet handverktyg och hushållsmaskin-gata-andra aktiviteter,,
V2949,Förare skadad i kollision med motorfordon i trafikolycka-ospec aktiviteter,,
W2949,Kontakt med annat motordrivet handverktyg och hushållsmaskin-gata-ospec aktiviteter,,
V295,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,,
V2950,Passagerare skadad i kollision med motorfordon i trafikolycka-idrott,,
W2950,Kontakt med annat motordrivet handverktyg och hushållsmaskin-serviceområde-idrott,,
V2951,"Passagerare skadad i kollision med motorfordon i trafikolycka-lek,fritid",,
W2951,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-serviceområde-lek,fritid",,
V2952,Passagerare skadad i kollision med motorfordon i trafikolycka-förvärvsarbete,,
W2952,Kontakt med annat motordrivet handverktyg och hushållsmaskin-serviceområde-förvärvsarbete,,
V2953,Passagerare skadad i kollision med motorfordon i trafikolycka-annan sysselsättning,,
W2953,Kontakt med annat motordrivet handverktyg och hushållsmaskin-serviceområde-annan sysselsättning,,
V2954,Passagerare skadad i kollision med motorfordon i trafikolycka-vitalaktivitet,,
W2954,Kontakt med annat motordrivet handverktyg och hushållsmaskin-serviceområde-vitalaktivitet,,
V2958,Passagerare skadad i kollision med motorfordon i trafikolycka-andra aktiviteter,,
W2958,Kontakt med annat motordrivet handverktyg och hushållsmaskin-serviceområde-andra aktiviteter,,
V2959,Passagerare skadad i kollision med motorfordon i trafikolycka-ospec aktiviteter,,
W2959,Kontakt med annat motordrivet handverktyg och hushållsmaskin-serviceområde-ospec aktiviteter,,
V296,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,,
V2960,Motorcyklist skadad i kollision med motorfordon i trafikolycka-idrott,,
W2960,Kontakt med annat motordrivet handverktyg och hushållsmaskin-industriområde-idrott,,
V2961,"Motorcyklist skadad i kollision med motorfordon i trafikolycka-lek,fritid",,
W2961,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-industriområde-lek,fritid",,
V2962,Motorcyklist skadad i kollision med motorfordon i trafikolycka-förvärvsarbete,,
W2962,Kontakt med annat motordrivet handverktyg och hushållsmaskin-industriområde-förvärvsarbete,,
V2963,Motorcyklist skadad i kollision med motorfordon i trafikolycka-annan sysselsättning,,
W2963,Kontakt med annat motordrivet handverktyg och hushållsmaskin-industriområde-annan sysselsättning,,
V2964,Motorcyklist skadad i kollision med motorfordon i trafikolycka-vitalaktivitet,,
W2964,Kontakt med annat motordrivet handverktyg och hushållsmaskin-industriområde-vitalaktivitet,,
V2968,Motorcyklist skadad i kollision med motorfordon i trafikolycka-andra aktiviteter,,
W2968,Kontakt med annat motordrivet handverktyg och hushållsmaskin-industriområde-andra aktiviteter,,
V2969,Motorcyklist skadad i kollision med motorfordon i trafikolycka-ospec aktiviteter,,
W2969,Kontakt med annat motordrivet handverktyg och hushållsmaskin-industriområde-ospec aktiviteter,,
W2970,Kontakt med annat motordrivet handverktyg och hushållsmaskin-lantbruksområde-idrott,,
W2971,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-lantbruksområde-lek,fritid",,
W2972,Kontakt med annat motordrivet handverktyg och hushållsmaskin-lantbruksområde-förvärvsarbete,,
W2973,Kontakt med annat motordrivet handverktyg och hushållsmaskin-lantbruksområde-annan sysselsättning,,
W2974,Kontakt med annat motordrivet handverktyg och hushållsmaskin-lantbruksområde-vitalaktivitet,,
W2978,Kontakt med annat motordrivet handverktyg och hushållsmaskin-lantbruksområde-andra aktiviteter,,
W2979,Kontakt med annat motordrivet handverktyg och hushållsmaskin-lantbruksområde-ospec aktiviteter,,
V298,Motorcycle rider [any] injured in other specified transport accidents,,
V2980,Motorcyklist skadad i andra specificerade transportolyckor-idrott,,
W2980,Kontakt med annat motordrivet handverktyg och hushållsmaskin-andra områden-idrott,,
V2981,"Motorcyklist skadad i andra specificerade transportolyckor-lek,fritid",,
W2981,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-andra områden-lek,fritid",,
V2982,Motorcyklist skadad i andra specificerade transportolyckor-förvärvsarbete,,
W2982,Kontakt med annat motordrivet handverktyg och hushållsmaskin-andra områden-förvärvsarbete,,
V2983,Motorcyklist skadad i andra specificerade transportolyckor-annan sysselsättning,,
W2983,Kontakt med annat motordrivet handverktyg och hushållsmaskin-andra områden-annan sysselsättning,,
V2984,Motorcyklist skadad i andra specificerade transportolyckor-vitalaktivitet,,
W2984,Kontakt med annat motordrivet handverktyg och hushållsmaskin-andra områden-vitalaktivitet,,
V2988,Motorcyklist skadad i andra specificerade transportolyckor-andra aktiviteter,,
W2988,Kontakt med annat motordrivet handverktyg och hushållsmaskin-andra områden-andra aktiviteter,,
V2989,Motorcyklist skadad i andra specificerade transportolyckor-ospec aktiviteter,,
W2989,Kontakt med annat motordrivet handverktyg och hushållsmaskin-andra områden-ospec aktiviteter,,
V299,Motorcycle rider [any] injured in unspecified traffic accident,,
V2990,Motorcyklist skadad i icke specificerad trafikolycka-idrott,,
W2990,Kontakt med annat motordrivet handverktyg och hushållsmaskin-ospec område-idrott,,
V2991,"Motorcyklist skadad i icke specificerad trafikolycka-lek,fritid",,
W2991,"Kontakt med annat motordrivet handverktyg och hushållsmaskin-ospec område-lek,fritid",,
V2992,Motorcyklist skadad i icke specificerad trafikolycka-förvärvsarbete,,
W2992,Kontakt med annat motordrivet handverktyg och hushållsmaskin-ospec område-förvärvsarbete,,
V2993,Motorcyklist skadad i icke specificerad trafikolycka-annan sysselsättning,,
W2993,Kontakt med annat motordrivet handverktyg och hushållsmaskin-ospec område-annan sysselsättning,,
V2994,Motorcyklist skadad i icke specificerad trafikolycka-vitalaktivitet,,
W2994,Kontakt med annat motordrivet handverktyg och hushållsmaskin-ospec område-vitalaktivitet,,
V2998,Motorcyklist skadad i icke specificerad trafikolycka-andra aktiviteter,,
W2998,Kontakt med annat motordrivet handverktyg och hushållsmaskin-ospec område-andra aktiviteter,,
V2999,Motorcyklist skadad i icke specificerad trafikolycka-ospec aktiviteter,,
W2999,Kontakt med annat motordrivet handverktyg och hushållsmaskin-ospec område-ospec aktiviteter,,
V30,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,,
W30,Contact with agricultural machinery,,
V300,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal: Driver injured in nontraffic accident,,
V3000,"Förare av eller passagerare i trehjuligt motorfordon i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-idrott",,
W3000,Kontakt med jordbruksmaskin-bostad-idrott,,
V3001,"Förare av eller passagerare i trehjuligt motorfordon i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-lek,fritid",,
W3001,"Kontakt med jordbruksmaskin-bostad-lek,fritid",,
V3002,"Förare av eller passagerare i trehjuligt motorfordon i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-förvärvsarbete",,
W3002,Kontakt med jordbruksmaskin-bostad-förvärvsarbete,,
V3003,"Förare av eller passagerare i trehjuligt motorfordon i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-annan sysselsättning",,
W3003,Kontakt med jordbruksmaskin-bostad-annan sysselsättning,,
V3004,"Förare av eller passagerare i trehjuligt motorfordon i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-vitalaktivitet",,
W3004,Kontakt med jordbruksmaskin-bostad-vitalaktivitet,,
V3008,"Förare av eller passagerare i trehjuligt motorfordon i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-andra aktiviteter",,
W3008,Kontakt med jordbruksmaskin-bostad-andra aktiviteter,,
V3009,"Förare av eller passagerare i trehjuligt motorfordon i kollision med fotgängare eller djur, förare skadad i olycka, ej trafik-ospec aktiviteter",,
